Category,Rating,Installs,Type,Content Rating,Android Ver,Popularity
19,5.0,100,0,0,5,0.0
19,4.191837606837606,10,0,0,1,0.0
19,5.0,5,0,0,5,0.0
19,4.191837606837606,10,0,0,5,0.0
19,5.0,50,0,0,5,0.0
19,4.191837606837606,10,0,0,5,0.0
19,5.0,1,0,0,0,0.0
19,5.0,50,0,0,0,0.0
19,4.191837606837606,100,0,0,2,0.0
19,5.0,10,0,0,5,0.0
19,5.0,10,0,0,10,0.0
19,5.0,5,0,0,6,0.0
19,4.191837606837606,10,0,0,2,0.0
19,4.191837606837606,10,0,0,0,0.0
19,4.191837606837606,1,0,0,0,0.0
19,4.3,100,0,0,5,0.0
19,4.9,5000,0,0,2,0.0
19,4.191837606837606,5,0,0,6,0.0
19,4.191837606837606,10,0,0,6,0.0
19,4.191837606837606,10,0,0,6,0.0
19,4.191837606837606,10,0,0,5,0.0
19,4.191837606837606,5,0,0,16,0.0
19,4.191837606837606,50,0,0,0,0.0
19,4.191837606837606,1,0,0,10,0.0
19,5.0,10,0,0,0,0.0
19,4.191837606837606,50,0,0,5,0.0
19,4.191837606837606,5,0,0,2,0.0
19,4.9,100,0,0,0,0.0
19,4.6,100,0,0,5,0.0
19,5.0,10,0,0,5,0.0
19,4.191837606837606,5,0,0,0,0.0
19,4.191837606837606,100,0,0,5,0.0
19,4.191837606837606,10,0,0,17,0.0
19,4.191837606837606,100,0,0,5,0.0
19,4.0,10,0,0,2,0.0
19,4.191837606837606,5,0,0,0,0.0
19,5.0,5,0,0,24,0.0
19,4.191837606837606,10,0,0,8,0.0
19,4.0,500000,0,0,17,1.0
19,2.6,100000,0,0,2,1.0
19,4.7,1000000,0,0,2,1.0
19,4.8,1000000,0,0,17,1.0
19,4.3,10000,0,0,0,0.0
19,4.7,1000,0,0,10,0.0
19,2.5,10000,0,0,4,0.0
19,4.6,50000,0,0,11,0.0
19,4.5,50000,0,0,10,0.0
19,4.1,1000,0,0,5,0.0
19,4.5,1000,0,0,1,0.0
19,4.3,100000,0,0,4,1.0
19,4.191837606837606,50,0,0,0,0.0
19,3.8,100000,0,0,2,1.0
19,4.4,10000,0,0,0,0.0
19,4.191837606837606,500,0,0,6,0.0
19,4.191837606837606,5000,0,0,0,0.0
19,4.191837606837606,10000,0,0,5,0.0
19,4.5,50000,0,0,0,0.0
19,4.5,100000,0,0,0,1.0
19,3.8,1000,0,0,4,0.0
19,4.5,100000,0,0,2,1.0
19,4.0,100000,0,0,4,1.0
19,4.5,5000,0,0,0,0.0
19,3.7,1000000,0,0,0,1.0
19,4.3,10000,0,0,17,0.0
19,3.7,500,0,0,0,0.0
19,4.191837606837606,1000,0,0,3,0.0
19,4.4,5000,0,0,10,0.0
19,3.8,10000,0,0,10,0.0
19,4.191837606837606,10,0,0,0,0.0
19,2.7,500000,0,0,2,1.0
19,5.0,100,0,0,10,0.0
19,4.3,10000,0,0,10,0.0
19,3.8,10000,0,0,8,0.0
19,3.0,100000,0,0,6,1.0
19,5.0,100,0,3,5,0.0
19,3.6,5000,0,0,9,0.0
19,4.0,10000,0,0,6,0.0
19,4.3,10000,0,0,2,0.0
19,4.7,50000,0,1,17,0.0
19,5.0,1000,0,0,2,0.0
19,4.7,1000,0,0,10,0.0
19,4.191837606837606,100,0,0,10,0.0
19,4.6,1000,0,0,0,0.0
19,3.1,50000,0,0,7,0.0
19,4.4,50000,0,0,0,0.0
19,5.0,100,0,3,5,0.0
19,3.6,1000,0,0,6,0.0
19,2.8,50000,0,0,0,0.0
19,4.4,10000,0,0,0,0.0
19,4.2,100000,0,0,6,1.0
19,4.6,1000,0,0,5,0.0
19,4.2,10000,0,0,4,0.0
19,4.191837606837606,500,0,0,10,0.0
19,3.8,100000,0,0,0,1.0
19,3.5,5000,0,0,0,0.0
19,4.7,1000000,0,0,10,1.0
20,4.1,1000000000,0,1,8,2.0
20,4.5,1000000000,0,1,8,2.0
20,4.3,500000000,0,1,8,2.0
20,4.4,10000000,0,0,5,2.0
20,4.4,100000000,0,3,8,2.0
20,4.2,1000000,0,0,6,1.0
20,4.0,500000000,0,1,8,2.0
20,4.3,100000,0,0,6,1.0
20,4.6,100000000,0,1,8,2.0
20,4.4,10000000,0,0,8,2.0
20,4.2,1000000000,0,1,8,2.0
20,4.4,1000000,0,0,5,1.0
20,4.4,1000000,0,0,5,1.0
20,4.3,1000000,0,1,17,1.0
20,4.6,5000000,0,1,8,1.0
20,4.4,100000,0,0,5,1.0
20,4.5,1000000,0,3,10,1.0
20,4.6,5000000,0,0,0,1.0
20,4.6,5000000,0,0,5,1.0
20,4.6,1000000,0,0,6,1.0
20,4.4,5000000,0,0,0,1.0
20,4.5,10000000,0,1,8,2.0
20,4.5,5000000,0,1,5,1.0
20,4.3,1000000,0,0,3,1.0
20,4.4,500000,0,0,0,1.0
20,4.6,5000000,0,3,17,1.0
20,4.3,50000,0,0,5,0.0
20,4.8,10000000,0,1,0,2.0
20,4.2,1000000,0,1,5,1.0
20,4.6,5000000,0,3,17,1.0
20,4.0,1000000,0,2,8,1.0
20,4.6,1000000,0,0,0,1.0
20,4.3,10000000,0,0,6,2.0
20,3.6,10000000,0,3,2,2.0
20,4.0,10000000,0,3,2,2.0
20,4.5,10000000,0,1,8,2.0
20,4.4,10000000,0,1,9,2.0
20,4.5,1000000,0,0,0,1.0
20,4.2,100000000,0,0,10,2.0
20,4.5,1000000,0,1,2,1.0
20,4.3,10000000,0,0,8,2.0
20,4.2,5000000,0,1,2,1.0
20,4.2,5000000,0,0,8,1.0
20,4.4,10000000,0,0,8,2.0
20,4.3,100000000,0,3,8,2.0
20,4.3,10000000,0,0,8,2.0
20,4.1,10000000,0,0,5,2.0
20,4.5,10000000,0,0,5,2.0
20,4.3,100000000,0,3,8,2.0
20,4.2,50000000,0,3,5,2.0
20,4.1,10000000,0,3,8,2.0
20,4.3,50000000,0,0,17,2.0
20,4.2,10000000,0,3,8,2.0
20,4.1,5000000,0,1,8,1.0
20,4.1,10000000,0,3,8,2.0
20,4.4,100000000,0,3,8,2.0
20,3.7,5000000,0,3,14,1.0
20,3.9,500000,0,0,8,1.0
20,3.7,100000,0,1,0,1.0
20,4.0,500000000,0,1,8,2.0
20,4.5,1000000000,0,1,8,2.0
20,3.6,1000000,0,1,8,1.0
20,4.1,500000,0,1,8,1.0
20,4.1,10000000,0,1,5,2.0
20,4.0,10000000,0,3,2,2.0
20,4.1,500000,0,1,5,1.0
20,4.0,500000000,0,1,8,2.0
20,4.5,1000000000,0,1,8,2.0
20,4.6,100000000,0,1,8,2.0
20,4.3,5000000,0,1,10,1.0
20,4.3,50000000,0,3,8,2.0
20,4.2,1000000,0,0,3,1.0
20,4.5,10000000,0,1,8,2.0
20,4.2,50000000,0,3,5,2.0
20,4.3,50000000,0,0,17,2.0
20,4.1,5000000,0,1,5,1.0
20,3.8,1000000,0,3,0,1.0
20,4.2,100000000,0,0,10,2.0
20,4.4,10000000,0,1,8,2.0
20,4.3,100000000,0,3,8,2.0
20,4.2,10000000,0,3,8,2.0
20,4.1,10000000,0,3,8,2.0
20,4.0,1000000,0,0,3,1.0
20,4.3,100000000,0,3,8,2.0
20,4.3,5000000,0,1,10,1.0
20,4.2,50000000,0,3,8,2.0
20,4.2,50000000,0,3,5,2.0
20,4.0,10000000,0,3,1,2.0
20,4.4,10000000,0,3,5,2.0
20,4.0,100000,0,3,10,1.0
20,4.2,5000000,0,1,2,1.0
20,4.2,5000000,0,0,8,1.0
20,4.4,50000000,0,0,8,2.0
20,4.1,10000000,0,0,5,2.0
20,4.1,10000000,0,0,3,2.0
20,4.3,10000000,0,3,8,2.0
20,4.0,100000,0,1,2,1.0
20,4.2,5000000,0,1,2,1.0
20,4.2,50000000,0,3,8,2.0
20,4.2,50000000,0,3,5,2.0
20,4.1,10000000,0,3,8,2.0
20,4.0,10000000,0,3,1,2.0
20,4.3,50000000,0,3,8,2.0
20,4.3,100000000,0,3,8,2.0
20,4.4,10000000,0,3,5,2.0
20,4.4,10000000,0,3,17,2.0
20,4.2,10000000,0,3,8,2.0
20,4.2,10000000,0,3,8,2.0
20,4.0,1000000,0,0,3,1.0
20,4.2,5000000,0,1,2,1.0
21,4.0,10000000,0,1,2,2.0
21,4.5,100000000,0,0,5,2.0
21,4.6,10000000,0,0,8,2.0
21,4.3,10000000,0,0,5,2.0
21,4.2,10000000,0,0,5,2.0
21,4.3,5000000,0,0,10,1.0
21,4.6,100000000,0,1,8,2.0
21,4.4,10000000,0,0,8,2.0
21,4.4,100000000,0,1,8,2.0
21,4.5,50000000,0,1,5,2.0
21,4.3,100000000,0,1,2,2.0
21,4.2,50000000,0,0,1,2.0
21,4.2,50000000,0,0,5,2.0
21,4.4,1000000,0,0,5,1.0
21,4.6,10000000,0,0,8,2.0
21,4.2,5000000,0,0,5,1.0
21,3.6,5000000,0,0,0,1.0
21,4.5,1000000,0,0,6,1.0
21,4.4,1000000,0,0,0,1.0
21,3.8,10000000,0,0,5,2.0
21,4.7,50000000,0,1,8,2.0
21,3.6,10000000,0,0,5,2.0
21,4.2,10000000,0,0,5,2.0
21,3.6,1000000,0,1,5,1.0
21,4.3,5000000,0,0,5,1.0
21,4.4,10000000,0,0,5,2.0
21,4.5,1000000,0,0,0,1.0
21,4.1,10000000,0,0,0,2.0
21,4.3,1000000,0,0,5,1.0
21,4.3,10000000,0,1,2,2.0
21,4.7,50000000,0,0,8,2.0
21,4.3,10000000,0,1,8,2.0
21,4.2,10000000,0,0,1,2.0
21,4.2,10000000,0,0,17,2.0
21,4.3,10000000,0,0,8,2.0
21,4.2,10000000,0,0,5,2.0
21,4.3,10000000,0,0,5,2.0
21,4.6,10000000,0,0,1,2.0
21,4.4,10000000,0,0,5,2.0
21,4.3,50000000,0,0,5,2.0
21,3.8,10000000,0,0,6,2.0
21,4.6,10000000,0,0,0,2.0
21,4.5,10000000,0,0,0,2.0
21,4.1,10000000,0,0,10,2.0
21,4.4,100000000,0,1,8,2.0
21,4.3,5000000,0,0,8,1.0
21,3.8,1000000,0,0,1,1.0
21,4.0,5000000,0,0,0,1.0
21,3.3,1000000,0,1,6,1.0
21,4.1,1000000,0,0,17,1.0
21,4.1,1000000,0,0,8,1.0
21,4.2,1000000,0,0,17,1.0
21,4.1,10000000,0,0,8,2.0
21,4.4,500000,0,0,0,1.0
21,4.1,500000,0,0,2,1.0
21,4.2,1000000,0,0,6,1.0
21,4.5,10000000,0,0,8,2.0
21,4.3,10000000,0,0,2,2.0
21,4.5,100000000,0,0,5,2.0
21,4.1,1000000,0,0,5,1.0
21,4.5,10000000,0,0,5,2.0
21,4.4,10000000,0,0,8,2.0
21,4.6,50000000,0,1,8,2.0
21,4.5,5000000,0,0,2,1.0
21,4.6,10000000,0,0,5,2.0
21,4.7,1000000,0,0,2,1.0
21,4.3,10000000,0,0,2,2.0
21,4.4,10000000,0,0,10,2.0
21,4.4,50000,0,0,2,0.0
21,4.2,1000000,0,0,17,1.0
21,4.1,1000000,0,0,8,1.0
21,4.1,10000000,0,0,8,2.0
21,4.5,10000000,0,0,8,2.0
21,4.7,1000000,0,0,8,1.0
21,4.1,5000000,0,0,2,1.0
21,4.2,1000000,0,0,8,1.0
21,4.5,1000000,0,0,2,1.0
21,4.4,10000000,0,0,8,2.0
21,4.6,50000000,0,1,8,2.0
21,4.2,1000000,0,0,8,1.0
21,4.6,10000000,0,0,5,2.0
21,4.3,100000,0,0,5,1.0
21,4.1,500000,0,0,2,1.0
21,4.1,1000000,0,0,8,1.0
21,4.4,100000000,0,1,8,2.0
21,4.1,10000000,0,0,8,2.0
21,4.6,500000,0,0,2,1.0
21,4.2,500000,0,0,5,1.0
21,4.2,5000000,0,1,6,1.0
21,4.1,500000,0,0,2,1.0
21,4.2,100000,0,0,3,1.0
21,4.3,10000000,0,0,2,2.0
21,4.2,1000000,0,0,0,1.0
21,4.5,10000000,0,0,8,2.0
21,4.7,1000000,0,0,8,1.0
21,4.5,100000000,0,0,5,2.0
21,4.3,10000000,0,1,8,2.0
21,4.0,5000000,0,1,5,1.0
21,4.4,10000000,0,0,8,2.0
21,4.4,5000000,0,0,2,1.0
21,4.0,1000000,0,1,0,1.0
21,4.5,10000000,0,0,5,2.0
21,4.6,100000000,0,1,8,2.0
21,4.1,5000000,0,0,2,1.0
21,4.5,1000000,0,0,8,1.0
21,3.9,1000000,0,0,8,1.0
21,4.5,5000000,0,0,2,1.0
21,4.2,500000,0,1,0,1.0
21,4.3,10000000,0,0,2,2.0
21,4.3,100000000,0,1,2,2.0
21,4.4,10000000,0,0,2,2.0
21,4.5,1000000,0,0,2,1.0
21,4.6,1000000,0,0,2,1.0
21,4.4,10000000,0,0,8,2.0
21,4.3,10000000,0,1,5,2.0
21,4.3,10000000,0,0,2,2.0
21,4.1,10000000,0,0,10,2.0
21,4.7,10000000,0,0,2,2.0
21,4.4,1000000,0,1,8,1.0
21,4.2,10000000,0,0,5,2.0
21,4.4,100000000,0,1,8,2.0
21,4.2,5000000,0,1,6,1.0
21,4.2,500000,0,0,5,1.0
21,4.1,500000,0,0,2,1.0
21,4.0,1000000,0,1,0,1.0
21,4.1,5000000,0,0,2,1.0
21,4.5,5000000,0,0,2,1.0
21,4.6,1000000,0,0,2,1.0
21,4.3,10000000,0,1,5,2.0
21,4.6,50000000,0,1,8,2.0
21,4.4,100000000,0,1,8,2.0
21,4.0,500000,0,0,5,1.0
21,4.5,1000000,0,1,5,1.0
21,4.1,10000000,0,0,0,2.0
21,4.4,100000,0,0,7,1.0
21,4.0,1000000,0,1,0,1.0
21,4.6,100000000,0,1,8,2.0
21,4.5,1000000,0,0,2,1.0
21,4.4,100000,0,0,5,1.0
21,4.5,1000000,0,0,2,1.0
21,4.1,10000000,0,0,10,2.0
21,4.3,5000000,0,0,2,1.0
21,4.5,100000000,0,0,5,2.0
21,4.2,5000000,0,1,6,1.0
21,3.8,1000000,0,0,8,1.0
21,4.5,500000,0,0,10,1.0
21,4.7,10000000,0,0,2,2.0
22,4.1,1000000,0,0,2,1.0
22,4.6,5000000,0,0,10,1.0
22,4.8,1000000,0,0,5,1.0
22,4.0,500000,0,0,0,1.0
22,4.7,50000,0,0,5,0.0
22,4.7,1000000,0,0,5,1.0
22,4.1,1000000,0,0,2,1.0
22,4.5,1000000000,0,0,8,2.0
22,3.6,50000000,0,0,8,2.0
22,4.5,5000000,0,0,1,1.0
22,4.7,10000000,0,0,2,2.0
22,4.7,10000000,0,0,5,2.0
22,4.5,10000000,0,0,0,2.0
22,4.2,50000000,0,0,2,2.0
22,4.5,1000000,0,0,1,1.0
22,4.4,100000000,0,0,17,2.0
22,4.5,1000000,0,0,3,1.0
22,4.5,100000,0,0,0,1.0
22,4.4,5000000,0,0,10,1.0
22,3.7,1000000,0,0,6,1.0
22,4.3,5000000,0,0,1,1.0
22,4.5,1000000,0,3,5,1.0
22,4.4,1000000,0,0,6,1.0
22,3.3,5000000,0,0,15,1.0
22,4.3,50000000,0,0,0,2.0
22,4.4,500000,0,0,0,1.0
22,4.5,10000000,0,0,6,2.0
22,4.4,10000000,0,0,5,2.0
22,4.2,50000000,0,0,8,2.0
22,4.5,500000,0,0,0,1.0
22,4.7,1000000,0,0,1,1.0
22,4.5,1000000,0,0,0,1.0
22,4.6,100000000,0,0,8,2.0
22,4.6,1000000,0,0,2,1.0
22,4.4,100000000,0,0,5,2.0
22,4.3,50000000,0,0,8,2.0
22,4.3,10000000,0,0,3,2.0
22,4.6,1000000,0,0,0,1.0
22,4.4,1000000,0,0,5,1.0
22,4.5,5000000,0,0,5,1.0
22,4.5,10000000,0,0,25,2.0
22,4.2,1000000,0,0,0,1.0
22,4.0,1000000,0,0,3,1.0
22,4.4,5000000,0,0,8,1.0
22,4.7,10000000,0,0,2,2.0
22,4.3,10000000,0,0,6,2.0
22,4.6,100000000,0,0,0,2.0
22,4.4,10000000,0,0,0,2.0
22,4.5,100000000,0,0,8,2.0
22,4.3,10000000,0,0,0,2.0
22,4.3,1000000,0,0,6,1.0
22,4.4,5000000,0,0,5,1.0
22,4.5,1000000000,0,0,8,2.0
22,4.4,5000000,0,1,6,1.0
22,4.6,10000000,0,0,6,2.0
22,4.3,10000000,0,3,2,2.0
22,4.6,5000000,0,0,10,1.0
22,4.3,50000000,0,0,0,2.0
22,4.4,100000000,0,0,17,2.0
22,4.2,10000000,0,0,6,2.0
22,4.3,50000000,0,0,8,2.0
22,4.4,100000000,0,0,5,2.0
22,3.9,10000000,0,0,7,2.0
22,4.3,5000000,0,0,8,1.0
22,4.4,100000000,0,0,8,2.0
22,4.2,10000000,0,0,3,2.0
22,4.5,100000000,0,0,8,2.0
22,4.3,1000000,0,0,0,1.0
22,4.3,100000000,0,0,8,2.0
22,4.3,50000000,0,0,2,2.0
22,4.1,1000000,0,0,6,1.0
22,4.4,100000000,0,0,0,2.0
22,4.3,1000000,0,0,0,1.0
22,4.0,1000000,0,0,6,1.0
22,4.0,1000000,0,0,3,1.0
22,4.0,1000000,0,0,6,1.0
22,4.4,5000000,0,0,0,1.0
22,4.3,100000000,0,0,0,2.0
22,4.1,10000000,0,0,5,2.0
22,4.2,1000000,0,0,4,1.0
22,3.9,10000000,0,0,5,2.0
22,4.4,5000000,0,0,0,1.0
22,4.4,1000000,1,0,5,1.0
22,4.5,1000000000,0,0,8,2.0
22,4.4,5000000,0,1,6,1.0
22,4.6,10000000,0,0,6,2.0
22,4.3,10000000,0,3,2,2.0
22,4.6,5000000,0,0,10,1.0
22,4.1,5000000,0,0,8,1.0
22,4.0,10000000,0,0,6,2.0
22,4.3,10000000,0,0,8,2.0
22,4.2,10000000,0,0,6,2.0
22,4.0,5000000,0,0,3,1.0
22,4.1,1000000,0,0,14,1.0
22,4.1,10000000,0,0,1,2.0
22,4.0,10000000,0,0,10,2.0
22,4.3,100000000,0,0,8,2.0
22,4.3,10000000,0,0,0,2.0
22,4.2,10000000,0,0,6,2.0
22,4.5,10000000,0,0,8,2.0
22,4.0,1000000,0,0,1,1.0
22,4.4,50000000,0,0,6,2.0
22,4.1,5000000,0,0,0,1.0
22,4.4,100000000,0,0,8,2.0
22,4.3,10000000,0,0,8,2.0
22,4.3,100000,1,0,9,1.0
22,4.2,10000000,0,0,0,2.0
22,4.3,100000000,0,0,8,2.0
22,4.4,100000000,0,0,0,2.0
22,4.4,50000000,0,0,2,2.0
22,4.3,100000000,0,0,0,2.0
22,4.4,1000000,1,0,5,1.0
22,3.8,100000,1,0,8,1.0
22,4.4,50000000,0,1,1,2.0
22,4.4,50000000,0,0,26,2.0
22,4.3,50000000,0,0,8,2.0
22,4.6,10000000,0,0,6,2.0
22,4.0,5000000,0,0,7,1.0
22,4.1,10000000,0,0,1,2.0
22,4.2,10000000,0,0,6,2.0
22,4.3,100000000,0,0,8,2.0
22,4.6,100000000,0,0,8,2.0
22,4.6,1000000,0,0,6,1.0
22,4.3,5000000,0,0,8,1.0
22,4.2,10000000,0,0,6,2.0
22,4.1,10000000,0,0,8,2.0
22,4.2,1000000,0,0,16,1.0
22,4.6,10000000,0,0,8,2.0
22,4.6,50000000,0,0,8,2.0
22,4.4,50000000,0,0,5,2.0
22,4.7,50000000,0,0,8,2.0
22,4.4,50000000,0,0,0,2.0
22,4.1,10000000,0,0,5,2.0
22,4.3,10000000,0,0,8,2.0
22,4.4,100000000,0,0,8,2.0
22,4.2,50000000,0,0,2,2.0
22,4.4,100000000,0,0,5,2.0
22,4.5,100000000,0,1,0,2.0
22,4.2,100000000,0,0,8,2.0
22,3.8,10000000,0,0,5,2.0
22,4.3,50000000,0,0,2,2.0
22,4.4,100000000,0,3,5,2.0
22,4.6,100000000,0,0,8,2.0
22,4.4,100000000,0,0,0,2.0
22,4.5,100000000,0,0,8,2.0
22,4.2,5000000,0,0,17,1.0
22,4.5,10000000,0,0,8,2.0
22,4.5,50000000,0,0,2,2.0
22,4.3,100000000,0,0,0,2.0
22,4.4,1000000,1,0,5,1.0
22,4.2,10000000,0,0,6,2.0
22,4.1,1000000,0,0,3,1.0
22,4.3,10000000,0,0,0,2.0
22,4.0,5000000,0,0,7,1.0
22,4.6,5000000,0,0,10,1.0
22,4.3,10000000,0,0,6,2.0
22,4.4,100000000,0,0,5,2.0
22,4.5,10000000,0,0,17,2.0
23,4.2,10000000,0,2,10,2.0
23,4.3,100000,0,0,0,1.0
23,4.4,10000000,0,0,5,2.0
23,4.2,5000000,0,0,8,1.0
23,4.1,50000000,0,0,8,2.0
23,4.4,10000000,0,2,2,2.0
23,4.7,10000000,0,0,2,2.0
23,4.6,500000,0,0,5,1.0
23,4.2,10000000,0,0,2,2.0
23,4.3,1000000,0,0,8,1.0
23,4.3,5000000,0,0,10,1.0
23,4.5,5000000,0,0,6,1.0
23,4.6,5000000,0,0,0,1.0
23,4.5,10000000,0,0,8,2.0
23,4.4,1000000,0,3,8,1.0
23,4.7,10000000,0,0,8,2.0
23,4.2,5000000,0,3,8,1.0
23,4.3,5000000,0,0,10,1.0
23,4.2,5000000,0,0,8,1.0
23,3.9,5000000,0,0,5,1.0
23,3.9,5000000,0,0,8,1.0
23,4.2,1000000,0,0,8,1.0
23,4.3,1000000,0,0,5,1.0
23,4.6,10000000,0,0,5,2.0
23,4.3,5000000,0,0,5,1.0
23,4.0,10000000,0,0,8,2.0
23,4.0,10000000,0,0,5,2.0
23,4.0,5000000,0,0,2,1.0
23,4.6,100000,0,0,5,1.0
23,4.3,1000000,0,0,1,1.0
23,4.2,1000000,0,0,5,1.0
23,4.3,1000000,0,0,8,1.0
23,4.4,5000000,0,2,8,1.0
23,4.0,100000,0,0,5,1.0
23,4.6,500000,0,1,3,1.0
23,4.7,500000,0,0,5,1.0
23,4.3,500000,0,0,6,1.0
23,4.0,1000000,0,0,0,1.0
23,4.5,10000000,0,0,0,2.0
23,4.7,100000,0,0,5,1.0
23,4.4,5000000,0,0,0,1.0
23,4.8,100000,0,0,2,1.0
23,3.3,100000,0,0,8,1.0
23,4.3,500000,0,0,2,1.0
23,3.9,10000000,0,0,8,2.0
23,4.4,100000,0,0,5,1.0
23,3.9,1000000,0,0,1,1.0
23,4.4,500000,0,0,5,1.0
23,4.3,5000000,0,0,10,1.0
23,4.4,100000,0,0,8,1.0
23,4.2,5000000,0,3,8,1.0
23,4.2,10000000,0,2,10,2.0
23,4.1,50000000,0,0,8,2.0
23,4.4,5000000,0,2,8,1.0
23,4.0,5000000,0,0,2,1.0
23,4.4,10000000,0,2,2,2.0
23,4.3,5000000,0,0,10,1.0
23,4.1,10000000,0,0,2,2.0
23,4.0,1000000,0,0,10,1.0
23,4.2,10000000,0,2,10,2.0
23,4.2,5000000,0,0,8,1.0
23,4.3,5000000,0,0,10,1.0
23,3.1,5000000,0,0,5,1.0
23,4.1,10000000,0,0,2,2.0
23,2.9,100000,0,0,5,1.0
23,4.0,1000000,0,1,8,1.0
23,4.5,1000000,0,0,5,1.0
23,4.3,100000,0,0,5,1.0
23,4.1,1000000,0,0,5,1.0
23,4.3,100000,0,0,5,1.0
23,4.5,1000000,0,0,8,1.0
23,4.6,1000000,0,0,2,1.0
23,4.4,100000,0,0,10,1.0
23,4.2,50000,0,2,6,0.0
23,4.3,500000,0,0,5,1.0
23,3.4,100000,0,0,1,1.0
23,4.6,1000000,0,0,8,1.0
23,4.2,100000,0,0,3,1.0
23,4.4,100000,0,0,8,1.0
23,4.0,1000000,0,0,0,1.0
23,4.1,50000,1,0,5,0.0
23,4.0,1000000,0,0,10,1.0
23,4.6,1000000,0,3,10,1.0
23,4.2,5000000,0,3,8,1.0
23,4.5,1000000,0,4,2,1.0
23,4.4,1000000,0,0,5,1.0
23,4.0,5000000,0,0,2,1.0
23,3.5,1000000,0,0,10,1.0
23,4.0,1000000,0,0,10,1.0
23,4.2,10000000,0,2,10,2.0
23,4.0,1000000,0,0,10,1.0
23,4.4,5000000,0,2,8,1.0
23,4.8,10000,0,0,0,0.0
23,4.1,50000,0,0,3,0.0
23,4.6,100000,0,0,8,1.0
23,4.3,1000000,0,0,2,1.0
23,4.4,10000000,0,2,2,2.0
23,4.3,5000000,0,0,10,1.0
23,4.6,100000,0,0,5,1.0
23,4.5,1000000,0,0,16,1.0
23,4.3,10000,0,0,5,0.0
23,4.2,10000000,0,2,10,2.0
23,4.4,5000000,0,2,8,1.0
23,4.2,5000000,0,0,8,1.0
23,4.4,10000000,0,2,2,2.0
23,4.3,5000000,0,0,10,1.0
23,4.5,500000,0,0,1,1.0
23,4.5,1000000,0,0,16,1.0
23,4.1,10000000,0,0,2,2.0
23,4.0,5000000,0,1,10,1.0
23,4.7,10000000,0,0,8,2.0
23,4.6,100000,0,0,8,1.0
23,4.2,5000000,0,3,8,1.0
23,4.2,10000000,0,2,10,2.0
23,4.1,5000000,0,0,10,1.0
23,4.1,50000000,0,0,8,2.0
23,3.5,500000,0,0,0,1.0
23,4.5,500000,0,0,3,1.0
23,3.9,500000,0,0,5,1.0
23,4.6,10000,0,0,8,0.0
23,4.0,1000000,0,0,10,1.0
23,4.4,5000000,0,2,8,1.0
23,4.2,5000000,0,0,8,1.0
23,4.2,10000000,0,0,2,2.0
23,4.6,10000000,0,0,5,2.0
23,4.5,50000000,0,0,8,2.0
23,4.4,10000000,0,2,2,2.0
23,4.5,100000,0,0,7,1.0
23,4.4,10000000,0,0,2,2.0
23,4.3,500000,0,0,5,1.0
23,4.2,1000000,0,0,8,1.0
23,4.3,5000000,0,0,10,1.0
23,4.5,1000000,0,0,16,1.0
23,4.0,5000000,0,0,1,1.0
23,4.2,1000000,0,0,2,1.0
23,4.1,10000000,0,0,2,2.0
23,3.9,1000000,0,0,1,1.0
23,4.2,5000000,0,0,8,1.0
23,4.0,5000000,0,1,10,1.0
23,3.5,1000000,0,0,10,1.0
23,4.0,1000000,0,0,10,1.0
23,4.0,1000000,0,1,8,1.0
23,4.5,10000000,0,0,8,2.0
24,4.1,10000000,0,0,10,2.0
24,4.2,50000000,0,0,8,2.0
24,4.4,5000000,0,0,10,1.0
24,4.4,1000000,0,0,10,1.0
24,4.1,500000,0,0,8,1.0
24,4.3,1000000,0,0,10,1.0
24,4.5,10000000,0,0,8,2.0
24,4.5,10000000,0,0,2,2.0
24,4.4,500000,0,0,0,1.0
24,4.5,10000000,0,0,8,2.0
24,4.7,100000000,0,0,8,2.0
24,4.4,1000000,0,0,5,1.0
24,4.1,5000000,0,0,5,1.0
24,4.4,100000000,0,0,8,2.0
24,4.4,10000000,0,0,8,2.0
24,4.3,1000000000,0,0,8,2.0
24,4.2,50000000,0,0,8,2.0
24,4.0,5000000,0,0,6,1.0
24,4.7,5000000,0,0,0,1.0
24,4.3,100000000,0,0,5,2.0
24,4.6,10000000,0,3,2,2.0
24,3.9,5000000,0,0,11,1.0
24,3.6,10000000,0,0,5,2.0
24,4.0,50000000,0,0,1,2.0
24,4.1,10000000,0,0,8,2.0
24,4.2,1000000000,0,0,8,2.0
24,3.9,10000000,0,0,2,2.0
24,4.1,10000000,0,0,10,2.0
24,4.3,10000000,0,0,17,2.0
24,3.1,1000000,0,0,2,1.0
24,3.7,1000000,0,0,10,1.0
24,3.4,1000000,0,0,0,1.0
24,4.4,5000000,0,0,5,1.0
24,3.6,500000,0,0,1,1.0
24,4.4,100000000,0,0,8,2.0
24,3.3,100000,0,0,10,1.0
24,3.7,5000000,0,0,8,1.0
24,3.0,5000000,0,0,1,1.0
24,3.6,1000000,0,0,2,1.0
24,4.8,1000000,0,0,10,1.0
24,3.9,10000000,0,1,8,2.0
24,3.8,10000000,0,0,10,2.0
24,4.3,10000000,0,0,8,2.0
24,4.5,10000000,0,0,5,2.0
24,3.4,5000000,0,0,8,1.0
24,3.7,5000000,0,0,10,1.0
24,4.5,10000000,0,0,2,2.0
24,4.4,10000000,0,0,5,2.0
